0	1	2	3	4	prediction
FBgn0000079	MFBST.4002	MFBST.4738	0.8998321208729715	0.9570895522388059	1
FBgn0000079	MFBST.4002	MFBST.4747	0.5047619047619047	0.4561598224195338	0
FBgn0000083	MFBST.9485	MFBST.8118	0.5360104757747708	0.4568403908794788	0
FBgn0000083	MFBST.9485	MFBST.8124	0.480819529206626	0.4650951949229374	0
FBgn0000083	MFBST.9485	MFBST.8127	0.1613603473227207	0.4632286995515695	0
FBgn0000083	MFBST.9485	MFBST.8129	0.3761467889908257	0.4413472706155633	0
FBgn0000083	MFBST.9485	MFBST.8130	0.5473592317765168	0.4992025518341308	0
FBgn0000083	MFBST.9485	MFBST.8143	0.3845482322130073	0.434733257661748	0
FBgn0000100	MFBST.7528	FBgn0276479	0.34296296296296297	0.958963282937365	1
FBgn0000100	MFBST.7528	MFBST.7527	0.5173343605546995	0.4728220402084885	0
FBgn0000100	MFBST.7528	MFBST.7529	0.4497816593886463	0.4846900672143391	0
FBgn0000100	MFBST.7528	MFBST.7530	0.6759530791788856	0.44685466377440347	0
FBgn0000100	MFBST.7528	MFBST.7533	0.96309963099631	0.942528735632184	1
FBgn0000276	FBgn0000276	FBgn0277300	0.7464387464387464	0.5687022900763359	0
FBgn0000276	FBgn0000276	MFBST.10583	0.3988439306358382	0.42028985507246375	0
FBgn0000276	FBgn0000276	MFBST.10587	0.3982300884955752	0.5111111111111111	0
FBgn0000276	FBgn0000276	MFBST.10588	0.40294117647058825	0.4963503649635037	0
FBgn0000276	FBgn0000276	MFBST.10592	0.16335433834222007	0.4985163204747775	0
FBgn0000276	FBgn0000276	MFBST.10597	0.6950207468879668	0.4417910447761194	0
FBgn0000277	FBgn0000277	FBgn0277300	0.7138964577656676	0.5725190839694656	0
FBgn0000277	FBgn0000277	MFBST.10583	0.4084507042253521	0.4827586206896552	0
FBgn0000277	FBgn0000277	MFBST.10585	0.3915492957746479	0.5107913669064749	0
FBgn0000277	FBgn0000277	MFBST.10586	0.3848314606741573	0.4452554744525548	0
FBgn0000277	FBgn0000277	MFBST.10587	0.38028169014084506	0.5481481481481482	0
FBgn0000277	FBgn0000277	MFBST.10588	0.3887323943661972	0.5362318840579711	0
FBgn0000279	MFBST.10522	FBgn0277300	0.6280193236714976	0.5653846153846154	0
FBgn0000279	MFBST.10522	MFBST.10586	0.3383084577114428	0.4926470588235294	0
FBgn0000279	MFBST.10522	MFBST.10587	0.3375	0.5037037037037037	0
FBgn0000279	MFBST.10522	MFBST.10588	0.3251231527093596	0.5151515151515151	0
FBgn0000357	FBgn0000357	MFBST.5584	0.7945205479452054	0.4090909090909091	0
FBgn0000357	FBgn0000357	MFBST.5589	0.3384379785604901	0.4615384615384616	0
FBgn0000427	MFBST.11465	MFBST.12157	0.024398806389327718	0.4820143884892086	0
FBgn0000427	MFBST.11465	MFBST.12163	0.7720952533162858	0.8712481887807907	1
FBgn0000427	MFBST.11465	MFBST.12164	0.2701471618780659	0.4643320363164721	0
FBgn0000427	MFBST.11465	MFBST.12165	0.08859649122807017	0.4336633663366337	0
FBgn0000427	MFBST.11465	MFBST.12168	0.15728563913729615	0.4949832775919733	0
FBgn0000477	MFBST.9167	FBgn0277306	0.9089068825910932	0.4365256124721604	0
FBgn0000477	MFBST.9167	MFBST.7803	0.5186813186813187	0.4689265536723164	0
FBgn0000477	MFBST.9167	MFBST.7811	0.9013254786450664	0.8856209150326797	1
FBgn0000489	MFBST.6797	FBgn0237140	0.5410641989589358	0.4901122394441475	0
FBgn0000489	MFBST.6797	FBgn0240022	0.5059265683723619	0.4582857142857143	0
FBgn0000489	MFBST.6797	FBgn0277360	0.18650448885027512	0.4580745341614907	0
FBgn0000489	MFBST.6797	MFBST.13089	0.9253731343283582	0.4387694145758662	0
FBgn0000489	MFBST.6797	MFBST.13092	0.465587044534413	0.4527950310559006	0
FBgn0000489	MFBST.6797	MFBST.13093	0.2882438316400581	0.4682779456193353	0
FBgn0000489	MFBST.6797	MFBST.13095	0.32956521739130434	0.4714160070360598	0
FBgn0000489	MFBST.6797	MFBST.13097	0.4675738274464389	0.4718266253869969	0
FBgn0000489	MFBST.6797	MFBST.13098	0.3263127524523947	0.475685234305924	0
FBgn0000489	MFBST.6797	MFBST.13099	0.3300378016865368	0.4916299559471365	0
FBgn0000489	MFBST.6797	MFBST.13100	0.17942028985507247	0.481421647819063	0
FBgn0000489	MFBST.6797	MFBST.13102	0.4766734279918864	0.44984802431610943	0
FBgn0000489	MFBST.6797	MFBST.13103	0.4429646786334685	0.4836601307189543	0
FBgn0000489	MFBST.6797	MFBST.13105	0.6382855487981466	0.9060798548094374	1
FBgn0000489	MFBST.6797	MFBST.13107	0.8448019801980198	0.451801933782596	0
FBgn0000489	MFBST.6797	MFBST.7081	0.13695841814480952	0.5053078556263271	0
FBgn0000489	MFBST.6797	MFBST.7082	0.4801391707741374	0.4788647342995169	0
FBgn0000489	MFBST.6797	MFBST.7083	0.6461048363741674	0.8978036754818467	1
FBgn0000500	MFBST.7646	FBgn0276123	0.3637702503681885	0.42105263157894735	0
FBgn0000500	MFBST.7646	MFBST.7602	0.19792899408284026	0.4678624813153961	0
FBgn0000500	MFBST.7646	MFBST.7604	0.2692	0.4725111441307578	0
FBgn0000500	MFBST.7646	MFBST.7607	0.8763020833333334	0.4472511144130758	0
FBgn0000500	MFBST.7646	MFBST.7608	0.6808823529411765	0.4233261339092873	0
FBgn0000500	MFBST.7646	MFBST.7609	0.8321273516642547	0.4573913043478261	0
FBgn0000500	MFBST.7646	MFBST.7612	0.6244477172312224	0.4882075471698113	0
FBgn0000504	MFBST.8049	MFBST.8203	0.42902475142796703	0.4541420118343195	0
FBgn0000504	MFBST.8049	MFBST.8204	0.13198724760892666	0.4782608695652174	0
FBgn0000504	MFBST.8049	MFBST.8207	0.4560322854715378	0.6124825337680484	1
FBgn0000504	MFBST.8049	MFBST.8220	0.09193445413917854	0.474537037037037	0
FBgn0000551	FBgn0000551	FBgn0239570	0.8593117408906883	0.4522968197879858	0
FBgn0000551	FBgn0000551	MFBST.12995	0.4803625377643505	0.4287211740041929	0
FBgn0000551	FBgn0000551	MFBST.12999	0.3692367299496319	0.484784889821616	0
FBgn0000551	FBgn0000551	MFBST.13001	0.2534246575342466	0.4958419958419958	0
FBgn0000551	FBgn0000551	MFBST.13002	0.4680019540791402	0.4498956158663883	0
FBgn0000551	FBgn0000551	MFBST.7183	0.2317251461988304	0.5120925341745531	0
FBgn0000551	FBgn0000551	MFBST.7185	0.8518189884649512	0.44583333333333336	0
FBgn0000551	FBgn0000551	MFBST.7187	0.457375478927203	0.450261780104712	0
FBgn0000551	FBgn0000551	MFBST.7188	0.7557312252964427	0.455020920502092	0
FBgn0000551	FBgn0000551	MFBST.7190	0.8885767790262172	0.4183350895679663	0
FBgn0000560	MFBST.7501	FBgn0237126	0.6751035434882651	0.880027266530334	1
FBgn0000560	MFBST.7501	FBgn0239522	0.37632275132275134	0.4850615114235501	0
FBgn0000560	MFBST.7501	FBgn0239525	0.467109634551495	0.4736842105263158	0
FBgn0000560	MFBST.7501	MFBST.7109	0.7989487516425755	0.4555921052631579	0
FBgn0000560	MFBST.7501	MFBST.7110	0.44404332129963897	0.4600271002710027	0
FBgn0000560	MFBST.7501	MFBST.7113	0.8440610484406105	0.4827044025157233	0
FBgn0000560	MFBST.7501	MFBST.7114	0.6429512516469038	0.4528688524590164	0
FBgn0000560	MFBST.7501	MFBST.7115	0.910493827160494	0.4318644067796609	0
FBgn0000560	MFBST.7501	MFBST.7116	0.915136162127929	0.4505190311418685	0
FBgn0000560	MFBST.7501	MFBST.7117	0.6818783068783069	0.4801163918525703	0
FBgn0000560	MFBST.7501	MFBST.7516	0.3284671532846715	0.4707070707070707	0
FBgn0000560	MFBST.7501	MFBST.7522	0.35526315789473684	0.4693602693602694	0
FBgn0000592	MFBST.6468	FBgn0276198	0.15178096757044127	0.4693520140105079	0
FBgn0000592	MFBST.6468	MFBST.6507	0.1331376734258271	0.44288577154308617	0
FBgn0000592	MFBST.6468	MFBST.6509	0.5745358090185676	0.451061865189289	0
FBgn0000592	MFBST.6468	MFBST.6523	0.4951200211026114	0.878529568460309	1
FBgn0000592	MFBST.6468	MFBST.6524	0.4635250266240682	0.8834003446295232	1
FBgn0000594	MFBST.6468	FBgn0276198	0.15178096757044127	0.4693520140105079	0
FBgn0000594	MFBST.6468	MFBST.6507	0.1331376734258271	0.44288577154308617	0
FBgn0000594	MFBST.6468	MFBST.6509	0.5745358090185676	0.451061865189289	0
FBgn0000594	MFBST.6468	MFBST.6523	0.4951200211026114	0.878529568460309	1
FBgn0000594	MFBST.6468	MFBST.6524	0.4635250266240682	0.8834003446295232	1
FBgn0001091	MFBST.2788	MFBST.1978	0.87740225314778	0.4629909365558912	0
FBgn0001091	MFBST.2788	MFBST.1979	0.9055269922879178	0.440028388928318	0
FBgn0001091	MFBST.2788	MFBST.1980	0.4571428571428571	0.4442934782608696	0
FBgn0001091	MFBST.2788	MFBST.1983	0.621313672922252	0.4681769147788565	0
FBgn0001091	MFBST.2788	MFBST.1987	0.9618922470433641	0.9385245901639344	1
FBgn0001092	MFBST.12207	MFBST.11750	0.3781450419338925	0.4272667971298108	0
FBgn0001099	FBgn0001099	FBgn0237174	0.6925021061499579	0.43309002433090027	0
FBgn0001099	FBgn0001099	FBgn0239463	0.5342929720575783	0.4532488114104596	0
FBgn0001099	FBgn0001099	FBgn0240340	0.31659574468085105	0.4408602150537633	0
FBgn0001099	FBgn0001099	FBgn0240343	0.5848101265822785	0.4357864357864358	0
FBgn0001099	FBgn0001099	FBgn0277301	0.1123404255319149	0.4545454545454545	0
FBgn0001099	FBgn0001099	MFBST.13123	0.7537562604340567	0.4407530454042082	0
FBgn0001099	FBgn0001099	MFBST.13124	0.6897717666948436	0.4497549019607843	0
FBgn0001099	FBgn0001099	MFBST.13125	0.8054393305439329	0.4476190476190477	0
FBgn0001099	FBgn0001099	MFBST.13126	0.7726371447455387	0.4713430282292558	0
FBgn0001099	FBgn0001099	MFBST.13128	0.8794272795779955	0.4370179948586118	0
FBgn0001099	FBgn0001099	MFBST.13129	0.683343143025309	0.4556416881998278	0
FBgn0001099	FBgn0001099	MFBST.13131	0.90512174643157	0.4192949907235621	0
FBgn0001099	FBgn0001099	MFBST.13132	0.9132492113564668	0.4412780656303972	0
FBgn0001099	FBgn0001099	MFBST.13133	0.7363121460037759	0.4717948717948718	0
FBgn0001099	FBgn0001099	MFBST.7033	0.4856175972927242	0.4494773519163763	0
FBgn0001099	FBgn0001099	MFBST.7035	0.7979712595097209	0.399364406779661	0
FBgn0001099	FBgn0001099	MFBST.7038	0.7137614678899082	0.4747215081405313	0
FBgn0001099	FBgn0001099	MFBST.7040	0.896392939370683	0.4246575342465753	0
FBgn0001099	FBgn0001099	MFBST.7041	0.6767266395821242	0.4536878216123499	0
FBgn0001099	FBgn0001099	MFBST.7043	0.6225306994127069	0.4571183533447684	0
FBgn0001099	FBgn0001099	MFBST.7044	0.688135593220339	0.4729064039408867	0
FBgn0001099	FBgn0001099	MFBST.7045	0.7234706616729089	0.45297670405521995	0
FBgn0001234	FBgn0001234	FBgn0242778	0.12620533182076007	0.4556179775280899	0
FBgn0001234	FBgn0001234	FBgn0242779	0.08084533011843131	0.43859649122807015	0
FBgn0001234	FBgn0001234	FBgn0277042	0.09049645390070922	0.4615987460815047	0
FBgn0001234	FBgn0001234	MFBST.8164	0.09318004399971612	0.4851485148514851	0
FBgn0001234	FBgn0001234	MFBST.8165	0.469344757356556	0.7439772557234775	1
FBgn0001234	FBgn0001234	MFBST.8166	0.3989531017896301	0.4342198581560284	0
FBgn0001255	MFBST.8062	FBgn0242805	0.9552238805970148	0.7702205882352942	1
FBgn0001255	MFBST.8062	MFBST.8184	0.8330757341576507	0.4406307977736549	0
FBgn0001255	MFBST.8062	MFBST.8189	0.5268425841674249	0.4438687392055268	0
FBgn0001255	MFBST.8062	MFBST.8193	0.8668779714738509	0.9177330895795248	1
FBgn0001255	MFBST.8062	MFBST.8201	0.8577138289368506	0.4352283317800559	0
FBgn0001281	FBgn0001281	MFBST.10548	0.8901273885350318	0.4669051878354204	0
FBgn0001281	FBgn0001281	MFBST.10552	0.8395802098950524	0.5410714285714285	0
FBgn0001281	FBgn0001281	MFBST.10566	0.2597881160755412	0.4184397163120567	0
FBgn0001323	MFBST.7342	FBgn0237033	0.8588474232038589	0.44487141590304463	0
FBgn0001323	MFBST.7342	FBgn0239615	0.8008646998982706	0.9380755795490632	1
FBgn0001323	MFBST.7342	MFBST.13270	0.4609315347416645	0.4555494202098288	0
FBgn0001323	MFBST.7342	MFBST.7255	0.387713484578129	0.4464168310322156	0
FBgn0001323	MFBST.7342	MFBST.7256	0.6193727870510876	0.4708044099632503	0
FBgn0001323	MFBST.7342	MFBST.7260	0.5512950736414424	0.479502533394749	0
FBgn0001323	MFBST.7342	MFBST.7262	0.2470648289943849	0.472107438016529	0
FBgn0001323	MFBST.7342	MFBST.7264	0.2302983932670237	0.4573643410852713	0
FBgn0001323	MFBST.7342	MFBST.7265	0.4591499109188089	0.4578713968957872	0
FBgn0001324	MFBST.7222	FBgn0236974	0.16066124241250165	0.4517684887459807	0
FBgn0001324	MFBST.7222	MFBST.7351	0.2289436347220431	0.4422535211267606	0
FBgn0001324	MFBST.7222	MFBST.7355	0.4868065388080834	0.4725013220518245	0
FBgn0001324	MFBST.7222	MFBST.7356	0.049444874774076934	0.4543080939947781	0
FBgn0001324	MFBST.7222	MFBST.7358	0.15476958822770104	0.4845704753961635	0
FBgn0001324	MFBST.7222	MFBST.7361	0.5038530696121243	0.461891409635483	0
FBgn0001324	MFBST.7222	MFBST.7365	0.9920246977103164	0.9337396265560166	1
FBgn0001324	MFBST.7222	MFBST.7366	0.20438144329896907	0.45712484237074397	0
FBgn0001324	MFBST.7222	MFBST.7368	0.4390087313816127	0.468265574729453	0
FBgn0001324	MFBST.7222	MFBST.7375	0.11146948780802476	0.4594907407407408	0
FBgn0001324	MFBST.7222	MFBST.7377	0.28545665335566145	0.4526173285198556	0
FBgn0001324	MFBST.7222	MFBST.7378	0.1572221505098748	0.4761904761904762	0
FBgn0001324	MFBST.7222	MFBST.7380	0.011624903125807284	0.4777777777777778	0
FBgn0001324	MFBST.7222	MFBST.7381	0.7858697043389223	0.4589576547231271	0
FBgn0001324	MFBST.7222	MFBST.7382	0.1965668559628291	0.4786605384110309	0
FBgn0002531	FBgn0002531	FBgn0240225	0.8984771573604061	0.8305084745762712	1
FBgn0002531	FBgn0002531	FBgn0240246	0.7614213197969543	0.8844444444444445	1
FBgn0002531	FBgn0002531	MFBST.2083	0.6286379511059371	0.4814814814814815	0
FBgn0002531	FBgn0002531	MFBST.2087	0.15706180949537174	0.4809885931558936	0
FBgn0002531	FBgn0002531	MFBST.2089	0.29894620077648365	0.5027829313543599	0
FBgn0002533	FBgn0002533	FBgn0236556	0.6823992133726647	0.5561959654178674	0
FBgn0002533	FBgn0002533	FBgn0240225	0.6245954692556634	0.9309153713298792	1
FBgn0002533	FBgn0002533	FBgn0240246	0.5159574468085106	0.8680412371134021	1
FBgn0002533	FBgn0002533	MFBST.2072	0.7061356297093649	0.4695121951219512	0
FBgn0002533	FBgn0002533	MFBST.2073	0.33872707659115425	0.4745222929936306	0
FBgn0002533	FBgn0002533	MFBST.2081	0.5622317596566524	0.4471101417666303	0
FBgn0002533	FBgn0002533	MFBST.2083	0.9151450053705692	0.4295774647887324	0
FBgn0002533	FBgn0002533	MFBST.2089	0.5069098949695965	0.43838604143947657	0
FBgn0002533	FBgn0002533	MFBST.2098	0.4372623574144487	0.45	0
FBgn0002534	FBgn0002534	MFBST.2081	0.445879458794588	0.4303448275862069	0
FBgn0002534	FBgn0002534	MFBST.2087	0.2168963451168364	0.4903314917127072	0
FBgn0002534	FBgn0002534	MFBST.2089	0.39955727725511897	0.4889196675900277	0
FBgn0002535	FBgn0002535	MFBST.2087	0.23547034152186935	0.4529262086513995	0
FBgn0002535	FBgn0002535	MFBST.2089	0.4244090159428257	0.4533678756476684	0
FBgn0002566	FBgn0002566	FBgn0232682	0.1560463432295438	0.4895591647331787	0
FBgn0002566	FBgn0002566	FBgn0239883	0.2041184971098266	0.4725663716814159	0
FBgn0002566	FBgn0002566	MFBST.12829	0.4020245842371656	0.4892086330935252	0
FBgn0002566	FBgn0002566	MFBST.12835	0.34218077474892394	0.4538784067085954	0
FBgn0002566	FBgn0002566	MFBST.12921	0.6781238811313999	0.4535374868004224	0
FBgn0002781	MFBST.9522	FBgn0242069	0.4309946029298381	0.4841979725700656	0
FBgn0002781	MFBST.9522	FBgn0242070	0.3876447876447877	0.4714475431606906	0
FBgn0002781	MFBST.9522	FBgn0242792	0.12052536698429048	0.4722222222222222	0
FBgn0002781	MFBST.9522	MFBST.8169	0.8199282786885246	0.4664167447672602	0
FBgn0002842	MFBST.7436	MFBST.12985	0.6697508896797153	0.4686503719447396	0
FBgn0002842	MFBST.7436	MFBST.12987	0.8402471315092674	0.4359243697478992	0
FBgn0002842	MFBST.7436	MFBST.12989	0.4788306451612903	0.4768421052631579	0
FBgn0002842	MFBST.7436	MFBST.7157	0.8787255909558068	0.4596491228070175	0
FBgn0002842	MFBST.7436	MFBST.7159	0.284375	0.4652014652014652	0
FBgn0002842	MFBST.7436	MFBST.7160	0.4636184857423796	0.4740190880169671	0
FBgn0002842	MFBST.7436	MFBST.7161	0.36308161708619374	0.4810924369747899	0
FBgn0002842	MFBST.7436	MFBST.7164	0.6216216216216216	0.4765886287625418	0
FBgn0002842	MFBST.7436	MFBST.7166	0.8248048568950563	0.8475289169295478	1
FBgn0002842	MFBST.7436	MFBST.7167	0.892925430210325	0.43683083511777293	0
FBgn0002842	MFBST.7436	MFBST.7168	0.3802311677959346	0.4727463312368973	0
FBgn0002842	MFBST.7436	MFBST.7173	0.3242040397124272	0.4646251319957762	0
FBgn0002842	MFBST.7436	MFBST.7174	0.5514450867052023	0.4779874213836478	0
FBgn0002842	MFBST.7436	MFBST.7178	0.39418212478920733	0.4727272727272727	0
FBgn0002862	MFBST.8742	FBgn0241520	0.2019543973941368	0.4274193548387097	0
FBgn0002862	MFBST.8742	FBgn0241521	0.12441023094114725	0.4630738522954092	0
FBgn0002862	MFBST.8742	MFBST.9045	0.6014405762304922	0.43712574850299396	0
FBgn0002862	MFBST.8742	MFBST.9046	0.8359788359788359	0.9135021097046412	1
FBgn0002862	MFBST.8742	MFBST.9052	0.7455621301775148	0.4444444444444444	0
FBgn0002865	FBgn0002865	FBgn0228379	0.8678117998506348	0.4518072289156626	0
FBgn0002865	FBgn0002865	MFBST.10018	0.25226586102719034	0.4341317365269461	0
FBgn0002865	FBgn0002865	MFBST.10020	0.8301886792452831	0.4572727272727273	0
FBgn0002865	FBgn0002865	MFBST.10021	0.8869760479041916	0.4531645569620253	0
FBgn0002865	FBgn0002865	MFBST.10023	0.4800301431801055	0.4646781789638933	0
FBgn0002865	FBgn0002865	MFBST.10027	0.3956127080181543	0.4435946462715105	0
FBgn0002865	FBgn0002865	MFBST.10028	0.9777117384843982	0.9240121580547112	1
FBgn0002865	FBgn0002865	MFBST.10029	0.6511278195488722	0.4480369515011548	0
FBgn0002865	FBgn0002865	MFBST.10030	0.4217687074829932	0.4516129032258064	0
FBgn0002865	FBgn0002865	MFBST.10032	0.3386243386243386	0.4419642857142857	0
FBgn0002865	FBgn0002865	MFBST.10033	0.3887218045112782	0.44680851063829785	0
FBgn0002869	MFBST.9405	FBgn0242715	0.8949671772428884	0.4376528117359413	0
FBgn0002869	MFBST.9405	FBgn0242727	0.3344182262001628	0.4671532846715328	0
FBgn0002869	MFBST.9405	MFBST.8053	0.514575411913815	0.4507389162561576	0
FBgn0002869	MFBST.9405	MFBST.8056	0.31475667189952905	0.4538653366583541	0
FBgn0002869	MFBST.9405	MFBST.8062	0.9439252336448598	0.9356435643564356	1
FBgn0002869	MFBST.9405	MFBST.8065	0.3188405797101449	0.6242424242424243	0
FBgn0002869	MFBST.9405	MFBST.8071	0.1802168021680217	0.4987468671679198	0
FBgn0002873	MFBST.12043	MFBST.11589	0.6551322381451706	0.7255913213587053	1
FBgn0002873	MFBST.12043	MFBST.11596	0.07529550827423168	0.4913657770800628	0
FBgn0002873	MFBST.12043	MFBST.11598	0.11248819641170917	0.4512067156348373	0
FBgn0002948	MFBST.11813	MFBST.11840	0.3371150729335494	0.6983173076923077	1
FBgn0002948	MFBST.11813	MFBST.11842	0.7493956486704271	0.4682795698924731	0
FBgn0002948	MFBST.11813	MFBST.11844	0.7386949924127466	0.4515201314708299	0
FBgn0002948	MFBST.11813	MFBST.11852	0.15206812652068127	0.4853333333333333	0
FBgn0003011	MFBST.9337	FBgn0242680	0.479836882646126	0.481586402266289	0
FBgn0003011	MFBST.9337	MFBST.7974	0.5816	0.469050894085282	0
FBgn0003011	MFBST.9337	MFBST.7976	0.589171974522293	0.4996138996138996	0
FBgn0003011	MFBST.9337	MFBST.7977	0.7363048656005444	0.4648798521256932	0
FBgn0003011	MFBST.9337	MFBST.7984	0.9516908212560388	0.9353945546838948	1
FBgn0003011	MFBST.9337	MFBST.7988	0.3017241379310345	0.4947368421052632	0
FBgn0003042	MFBST.7425	MFBST.7171	0.7026810724289716	0.4618451025056948	0
FBgn0003042	MFBST.7425	MFBST.7172	0.5302467787726578	0.4596375617792422	0
FBgn0003042	MFBST.7425	MFBST.7175	0.6655974338412189	0.4662650602409639	0
FBgn0003042	MFBST.7425	MFBST.7176	0.5689087488240828	0.4654816039685821	0
FBgn0003042	MFBST.7425	MFBST.7177	0.8448155880306193	0.4530477759472818	0
FBgn0003042	MFBST.7425	MFBST.7178	0.9329317269076304	0.4459750322858373	0
FBgn0003042	MFBST.7425	MFBST.7179	0.7598059037606146	0.9228312932410856	1
FBgn0003042	MFBST.7425	MFBST.7180	0.5162324649298597	0.4681677018633541	0
FBgn0003042	MFBST.7425	MFBST.7183	0.5948380813245678	0.4531313958248056	0
FBgn0003068	MFBST.11030	MFBST.11345	0.584274304599284	0.8611831251473014	1
FBgn0003132	MFBST.12127	MFBST.11661	0.8072653884964682	0.43875	0
FBgn0003132	MFBST.12127	MFBST.11665	0.4705583756345178	0.4735706580366775	0
FBgn0003132	MFBST.12127	MFBST.11666	0.39068825910931176	0.4450777202072539	0
FBgn0003132	MFBST.12127	MFBST.11670	0.8337493759360959	0.4227544910179641	0
FBgn0003132	MFBST.12127	MFBST.11673	0.8452914798206278	0.8116710875331565	1
FBgn0003132	MFBST.12127	MFBST.11681	0.8963445167751627	0.4418994413407821	0
FBgn0003248	MFBST.9264	MFBST.7898	0.4466759002770083	0.4713178294573643	0
FBgn0003248	MFBST.9264	MFBST.7903	0.7154513003569607	0.4640057020669993	0
FBgn0003248	MFBST.9264	MFBST.7908	0.7020689655172414	0.4656188605108055	0
FBgn0003248	MFBST.9264	MFBST.7909	0.9325452016689848	0.9202087994034304	1
FBgn0003257	MFBST.9486	MFBST.8132	0.6814367237327963	0.4684729064039409	0
FBgn0003275	MFBST.7762	MFBST.7717	0.5161569532602424	0.4510899944102851	0
FBgn0003275	MFBST.7762	MFBST.7726	0.4301552106430155	0.4278350515463917	0
FBgn0003275	MFBST.7762	MFBST.7727	0.40618101545253865	0.42119565217391297	0
FBgn0003275	MFBST.7762	MFBST.7745	0.3405077262693157	0.4635332252836305	0
FBgn0003356	MFBST.10460	MFBST.9838	0.9135932560590094	0.43829296424452135	0
FBgn0003356	MFBST.10460	MFBST.9850	0.047619047619047616	0.5111111111111111	0
FBgn0003357	MFBST.10459	MFBST.9838	0.6847565841979251	0.4452214452214453	0
FBgn0003357	MFBST.10459	MFBST.9850	0.03629032258064517	0.5111111111111111	0
FBgn0003375	FBgn0003375	FBgn0242343	0.9043887147335424	0.4159445407279029	0
FBgn0003375	FBgn0003375	MFBST.7758	0.9242658423493044	0.4448160535117057	0
